county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,44-02,U.S. Senator,,C,"ALLISON, Joy J.",27,11,48,86
City & County of Honolulu,44-02,U.S. Senator,,D,"SCHATZ, Brian",471,139,715,1325
City & County of Honolulu,44-02,U.S. Senator,,L,"KOKOSKI, Michael A.",11,6,27,44
City & County of Honolulu,44-02,U.S. Senator,,R,"CARROLL, John",200,53,300,553
City & County of Honolulu,44-02,U.S. Representative,2,D,"GABBARD, Tulsi",525,157,846,1528
City & County of Honolulu,44-02,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",169,59,243,471
City & County of Honolulu,44-02,State Representative,44,D,"GATES, Cedric Asuega",428,152,671,1251
City & County of Honolulu,44-02,State Representative,44,R,"PA'ALUHI, Marc K.",277,72,448,797
City & County of Honolulu,45-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",19,3,31,53
City & County of Honolulu,45-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",47,7,62,116
City & County of Honolulu,45-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",385,60,501,946
City & County of Honolulu,45-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",712,87,692,1491
City & County of Honolulu,45-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",7,2,10,19
City & County of Honolulu,45-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,5,5
City & County of Honolulu,45-01,U.S. Senator,,C,"ALLISON, Joy J.",16,4,36,56
City & County of Honolulu,45-01,U.S. Senator,,D,"SCHATZ, Brian",834,112,843,1789
City & County of Honolulu,45-01,U.S. Senator,,L,"KOKOSKI, Michael A.",12,4,23,39
City & County of Honolulu,45-01,U.S. Senator,,R,"CARROLL, John",272,38,357,667
City & County of Honolulu,45-01,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",836,102,806,1744
City & County of Honolulu,45-01,U.S. Representative,1,L,"YIM, Alan J.K.",20,6,39,65
City & County of Honolulu,45-01,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",16,4,30,50
City & County of Honolulu,45-01,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",274,39,393,706
City & County of Honolulu,45-01,U.S. Representative,1 Unexpired,D,"CROSS, Peter",6,3,21,30
City & County of Honolulu,45-01,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",763,94,719,1576
City & County of Honolulu,45-01,U.S. Representative,1 Unexpired,D,"KIM, Howard",15,2,24,41
City & County of Honolulu,45-01,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",18,3,32,53
City & County of Honolulu,45-01,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",10,3,16,29
City & County of Honolulu,45-01,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",4,1,8,13
City & County of Honolulu,45-01,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",273,36,382,691
City & County of Honolulu,45-01,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",28,4,39,71
City & County of Honolulu,45-01,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",12,2,15,29
City & County of Honolulu,45-01,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",1,1,2,4
City & County of Honolulu,45-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",12,2,10,24
City & County of Honolulu,45-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",15,0,16,31
City & County of Honolulu,45-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",143,21,185,349
City & County of Honolulu,45-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",165,35,268,468
City & County of Honolulu,45-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",0,0,13,13
City & County of Honolulu,45-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,0,4,6
City & County of Honolulu,45-02,U.S. Senator,,C,"ALLISON, Joy J.",3,0,23,26
City & County of Honolulu,45-02,U.S. Senator,,D,"SCHATZ, Brian",209,39,299,547
City & County of Honolulu,45-02,U.S. Senator,,L,"KOKOSKI, Michael A.",7,1,13,21
City & County of Honolulu,45-02,U.S. Senator,,R,"CARROLL, John",98,17,140,255
City & County of Honolulu,45-02,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",206,37,309,552
City & County of Honolulu,45-02,U.S. Representative,1,L,"YIM, Alan J.K.",8,3,16,27
City & County of Honolulu,45-02,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",6,0,17,23
City & County of Honolulu,45-02,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",105,16,138,259
City & County of Honolulu,45-02,U.S. Representative,1 Unexpired,D,"CROSS, Peter",6,0,14,20
City & County of Honolulu,45-02,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",179,36,254,469
City & County of Honolulu,45-02,U.S. Representative,1 Unexpired,D,"KIM, Howard",3,1,17,21
City & County of Honolulu,45-02,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",10,2,11,23
City & County of Honolulu,45-02,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",2,0,7,9
City & County of Honolulu,45-02,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",2,0,2,4
City & County of Honolulu,45-02,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",101,14,128,243
City & County of Honolulu,45-02,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",10,1,21,32
City & County of Honolulu,45-02,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",5,1,6,12
City & County of Honolulu,45-02,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",0,2,1,3
City & County of Honolulu,45-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",0,0,0,0
City & County of Honolulu,45-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",3,0,0,3
City & County of Honolulu,45-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",9,6,0,15
City & County of Honolulu,45-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",8,6,0,14
City & County of Honolulu,45-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",0,0,0,0
City & County of Honolulu,45-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
City & County of Honolulu,45-03,U.S. Senator,,C,"ALLISON, Joy J.",0,2,0,2
City & County of Honolulu,45-03,U.S. Senator,,D,"SCHATZ, Brian",9,3,0,12
City & County of Honolulu,45-03,U.S. Senator,,L,"KOKOSKI, Michael A.",2,1,0,3
City & County of Honolulu,45-03,U.S. Senator,,R,"CARROLL, John",6,5,0,11
City & County of Honolulu,45-03,U.S. Representative,2,D,"GABBARD, Tulsi",8,5,0,13
City & County of Honolulu,45-03,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",9,6,0,15
City & County of Honolulu,45-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",20,3,43,66
City & County of Honolulu,45-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",32,6,39,77
City & County of Honolulu,45-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",151,37,402,590
City & County of Honolulu,45-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",382,76,638,1096
City & County of Honolulu,45-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",9,0,15,24
City & County of Honolulu,45-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",3,1,4,8
City & County of Honolulu,45-04,U.S. Senator,,C,"ALLISON, Joy J.",8,7,44,59
City & County of Honolulu,45-04,U.S. Senator,,D,"SCHATZ, Brian",425,74,702,1201
City & County of Honolulu,45-04,U.S. Senator,,L,"KOKOSKI, Michael A.",20,4,30,54
City & County of Honolulu,45-04,U.S. Senator,,R,"CARROLL, John",124,29,308,461
City & County of Honolulu,45-04,U.S. Representative,2,D,"GABBARD, Tulsi",450,82,799,1331
City & County of Honolulu,45-04,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",110,29,262,401
City & County of Honolulu,45-05,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",0,0,0,0
City & County of Honolulu,45-05,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",1,0,0,1
City & County of Honolulu,45-05,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",5,0,0,5
City & County of Honolulu,45-05,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",32,0,0,32
City & County of Honolulu,45-05,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",0,0,0,0
City & County of Honolulu,45-05,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
City & County of Honolulu,45-05,U.S. Senator,,C,"ALLISON, Joy J.",0,0,0,0
City & County of Honolulu,45-05,U.S. Senator,,D,"SCHATZ, Brian",33,0,0,33
City & County of Honolulu,45-05,U.S. Senator,,L,"KOKOSKI, Michael A.",0,0,0,0
City & County of Honolulu,45-05,U.S. Senator,,R,"CARROLL, John",4,0,0,4
City & County of Honolulu,45-05,U.S. Representative,2,D,"GABBARD, Tulsi",29,0,0,29
City & County of Honolulu,45-05,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",8,0,0,8
City & County of Honolulu,46-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",9,1,6,16
City & County of Honolulu,46-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",10,4,13,27
City & County of Honolulu,46-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",75,12,90,177
City & County of Honolulu,46-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",121,27,122,270
City & County of Honolulu,46-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",3,1,4,8
City & County of Honolulu,46-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,1,2,3
City & County of Honolulu,46-01,U.S. Senator,,C,"ALLISON, Joy J.",5,3,11,19
City & County of Honolulu,46-01,U.S. Senator,,D,"SCHATZ, Brian",137,30,131,298
City & County of Honolulu,46-01,U.S. Senator,,L,"KOKOSKI, Michael A.",6,2,11,19
City & County of Honolulu,46-01,U.S. Senator,,R,"CARROLL, John",68,9,73,150
City & County of Honolulu,46-01,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",121,30,130,281
City & County of Honolulu,46-01,U.S. Representative,1,L,"YIM, Alan J.K.",7,3,14,24
City & County of Honolulu,46-01,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",7,3,7,17
City & County of Honolulu,46-01,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",72,9,77,158
City & County of Honolulu,46-01,U.S. Representative,1 Unexpired,D,"CROSS, Peter",5,1,3,9
City & County of Honolulu,46-01,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",101,22,105,228
City & County of Honolulu,46-01,U.S. Representative,1 Unexpired,D,"KIM, Howard",3,2,7,12
City & County of Honolulu,46-01,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",6,2,12,20
City & County of Honolulu,46-01,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",2,2,7,11
City & County of Honolulu,46-01,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",3,1,2,6
City & County of Honolulu,46-01,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",71,8,76,155
City & County of Honolulu,46-01,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",2,4,11,17
City & County of Honolulu,46-01,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",5,0,2,7
City & County of Honolulu,46-01,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",1,1,1,3
City & County of Honolulu,46-01,State Representative,46,D,"OSHIRO, Marcus R.",135,30,140,305
City & County of Honolulu,46-01,State Representative,46,R,"NOLTIE, Scott A.",66,13,77,156
City & County of Honolulu,46-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",10,1,17,28
City & County of Honolulu,46-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",37,3,39,79
City & County of Honolulu,46-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",235,34,429,698
City & County of Honolulu,46-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",574,47,622,1243
City & County of Honolulu,46-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",16,0,21,37
City & County of Honolulu,46-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,0,4,6
City & County of Honolulu,46-02,U.S. Senator,,C,"ALLISON, Joy J.",9,3,49,61
City & County of Honolulu,46-02,U.S. Senator,,D,"SCHATZ, Brian",659,49,733,1441
City & County of Honolulu,46-02,U.S. Senator,,L,"KOKOSKI, Michael A.",10,2,24,36
City & County of Honolulu,46-02,U.S. Senator,,R,"CARROLL, John",176,25,288,489
City & County of Honolulu,46-02,U.S. Representative,2,D,"GABBARD, Tulsi",696,53,811,1560
City & County of Honolulu,46-02,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",144,22,257,423
City & County of Honolulu,46-02,State Representative,46,D,"OSHIRO, Marcus R.",719,53,831,1603
City & County of Honolulu,46-02,State Representative,46,R,"NOLTIE, Scott A.",136,24,270,430
City & County of Honolulu,46-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",15,5,35,55
City & County of Honolulu,46-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",43,2,54,99
City & County of Honolulu,46-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",330,39,582,951
City & County of Honolulu,46-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",634,74,873,1581
City & County of Honolulu,46-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",13,1,28,42
City & County of Honolulu,46-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,0,6,7
City & County of Honolulu,46-03,U.S. Senator,,C,"ALLISON, Joy J.",16,1,45,62
City & County of Honolulu,46-03,U.S. Senator,,D,"SCHATZ, Brian",768,90,1095,1953
City & County of Honolulu,46-03,U.S. Senator,,L,"KOKOSKI, Michael A.",13,0,24,37
City & County of Honolulu,46-03,U.S. Senator,,R,"CARROLL, John",225,28,360,613
City & County of Honolulu,46-03,U.S. Representative,2,D,"GABBARD, Tulsi",826,93,1226,2145
City & County of Honolulu,46-03,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",166,22,281,469
City & County of Honolulu,46-03,State Representative,46,D,"OSHIRO, Marcus R.",854,91,1239,2184
City & County of Honolulu,46-03,State Representative,46,R,"NOLTIE, Scott A.",173,26,303,502
City & County of Honolulu,46-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",4,0,16,20
City & County of Honolulu,46-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",7,2,18,27
City & County of Honolulu,46-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",89,22,235,346
City & County of Honolulu,46-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",146,18,350,514
City & County of Honolulu,46-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",10,0,8,18
City & County of Honolulu,46-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,2,9,12
City & County of Honolulu,46-04,U.S. Senator,,C,"ALLISON, Joy J.",5,1,25,31
City & County of Honolulu,46-04,U.S. Senator,,D,"SCHATZ, Brian",169,22,424,615
City & County of Honolulu,46-04,U.S. Senator,,L,"KOKOSKI, Michael A.",8,2,11,21
City & County of Honolulu,46-04,U.S. Senator,,R,"CARROLL, John",63,13,144,220
City & County of Honolulu,46-04,U.S. Representative,2,D,"GABBARD, Tulsi",192,28,498,718
City & County of Honolulu,46-04,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",53,12,109,174
City & County of Honolulu,46-04,State Representative,46,D,"OSHIRO, Marcus R.",188,28,498,714
City & County of Honolulu,46-04,State Representative,46,R,"NOLTIE, Scott A.",54,11,124,189
City & County of Honolulu,47-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",17,2,43,62
City & County of Honolulu,47-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",26,1,45,72
City & County of Honolulu,47-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",139,33,371,543
City & County of Honolulu,47-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",348,38,535,921
City & County of Honolulu,47-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",8,2,13,23
City & County of Honolulu,47-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,0,1,3
City & County of Honolulu,47-01,U.S. Senator,,C,"ALLISON, Joy J.",8,4,26,38
City & County of Honolulu,47-01,U.S. Senator,,D,"SCHATZ, Brian",398,47,643,1088
City & County of Honolulu,47-01,U.S. Senator,,L,"KOKOSKI, Michael A.",7,0,29,36
City & County of Honolulu,47-01,U.S. Senator,,R,"CARROLL, John",107,21,269,397
City & County of Honolulu,47-01,U.S. Representative,2,D,"GABBARD, Tulsi",421,56,760,1237
City & County of Honolulu,47-01,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",85,16,211,312
City & County of Honolulu,47-01,State Representative,47,D,"QUINLAN, Sean",332,48,568,948
City & County of Honolulu,47-01,State Representative,47,R,"POUHA, Feki",176,24,390,590
City & County of Honolulu,47-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",19,2,45,66
City & County of Honolulu,47-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",13,0,54,67
City & County of Honolulu,47-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",180,32,403,615
City & County of Honolulu,47-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",234,36,571,841
City & County of Honolulu,47-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",3,0,8,11
City & County of Honolulu,47-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,1,4,6
City & County of Honolulu,47-02,U.S. Senator,,C,"ALLISON, Joy J.",8,1,31,40
City & County of Honolulu,47-02,U.S. Senator,,D,"SCHATZ, Brian",267,37,630,934
City & County of Honolulu,47-02,U.S. Senator,,L,"KOKOSKI, Michael A.",3,0,14,17
City & County of Honolulu,47-02,U.S. Senator,,R,"CARROLL, John",149,26,319,494
City & County of Honolulu,47-02,U.S. Representative,2,D,"GABBARD, Tulsi",316,40,747,1103
City & County of Honolulu,47-02,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",114,25,241,380
City & County of Honolulu,47-02,State Representative,47,D,"QUINLAN, Sean",284,40,722,1046
City & County of Honolulu,47-02,State Representative,47,R,"POUHA, Feki",154,25,314,493
City & County of Honolulu,47-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",13,4,34,51
City & County of Honolulu,47-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",30,7,87,124
City & County of Honolulu,47-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",129,26,641,796
City & County of Honolulu,47-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",157,17,366,540
City & County of Honolulu,47-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",9,1,47,57
City & County of Honolulu,47-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,0,4,6
City & County of Honolulu,47-03,U.S. Senator,,C,"ALLISON, Joy J.",3,2,41,46
City & County of Honolulu,47-03,U.S. Senator,,D,"SCHATZ, Brian",203,28,573,804
City & County of Honolulu,47-03,U.S. Senator,,L,"KOKOSKI, Michael A.",3,3,22,28
City & County of Honolulu,47-03,U.S. Senator,,R,"CARROLL, John",130,18,507,655
City & County of Honolulu,47-03,U.S. Representative,2,D,"GABBARD, Tulsi",255,32,751,1038
City & County of Honolulu,47-03,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",83,17,399,499
City & County of Honolulu,47-03,State Representative,47,D,"QUINLAN, Sean",117,24,357,498
City & County of Honolulu,47-03,State Representative,47,R,"POUHA, Feki",225,29,832,1086
City & County of Honolulu,47-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",17,5,58,80
City & County of Honolulu,47-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",40,2,97,139
City & County of Honolulu,47-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",258,50,601,909
City & County of Honolulu,47-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",415,67,639,1121
City & County of Honolulu,47-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",19,0,62,81
City & County of Honolulu,47-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",4,2,8,14
City & County of Honolulu,47-04,U.S. Senator,,C,"ALLISON, Joy J.",17,4,52,73
City & County of Honolulu,47-04,U.S. Senator,,D,"SCHATZ, Brian",509,75,840,1424
City & County of Honolulu,47-04,U.S. Senator,,L,"KOKOSKI, Michael A.",10,5,33,48
City & County of Honolulu,47-04,U.S. Senator,,R,"CARROLL, John",203,35,510,748
City & County of Honolulu,47-04,U.S. Representative,2,D,"GABBARD, Tulsi",568,85,1001,1654
City & County of Honolulu,47-04,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",159,31,425,615
City & County of Honolulu,47-04,State Representative,47,D,"QUINLAN, Sean",388,67,595,1050
City & County of Honolulu,47-04,State Representative,47,R,"POUHA, Feki",346,52,867,1265
City & County of Honolulu,48-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",32,3,41,76
City & County of Honolulu,48-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",27,2,55,84
City & County of Honolulu,48-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",255,34,431,720
City & County of Honolulu,48-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",461,51,528,1040
City & County of Honolulu,48-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",8,0,18,26
City & County of Honolulu,48-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",3,0,3,6
City & County of Honolulu,48-01,U.S. Senator,,C,"ALLISON, Joy J.",7,1,33,41
City & County of Honolulu,48-01,U.S. Senator,,D,"SCHATZ, Brian",538,54,716,1308
City & County of Honolulu,48-01,U.S. Senator,,L,"KOKOSKI, Michael A.",6,2,18,26
City & County of Honolulu,48-01,U.S. Senator,,R,"CARROLL, John",206,25,284,515
City & County of Honolulu,48-01,U.S. Representative,2,D,"GABBARD, Tulsi",570,61,802,1433
City & County of Honolulu,48-01,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",156,20,238,414
City & County of Honolulu,48-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",11,0,12,23
City & County of Honolulu,48-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",7,0,27,34
City & County of Honolulu,48-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",82,24,123,229
City & County of Honolulu,48-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",212,22,239,473
City & County of Honolulu,48-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",4,0,7,11
City & County of Honolulu,48-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,1,1
City & County of Honolulu,48-02,U.S. Senator,,C,"ALLISON, Joy J.",1,0,10,11
City & County of Honolulu,48-02,U.S. Senator,,D,"SCHATZ, Brian",249,28,286,563
City & County of Honolulu,48-02,U.S. Senator,,L,"KOKOSKI, Michael A.",2,0,4,6
City & County of Honolulu,48-02,U.S. Senator,,R,"CARROLL, John",64,17,96,177
City & County of Honolulu,48-02,U.S. Representative,2,D,"GABBARD, Tulsi",255,32,317,604
City & County of Honolulu,48-02,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",52,12,73,137
City & County of Honolulu,48-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",11,3,29,43
City & County of Honolulu,48-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",45,4,48,97
City & County of Honolulu,48-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",280,32,418,730
City & County of Honolulu,48-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",522,73,696,1291
City & County of Honolulu,48-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",7,0,13,20
City & County of Honolulu,48-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",3,0,3,6
City & County of Honolulu,48-03,U.S. Senator,,C,"ALLISON, Joy J.",7,2,26,35
City & County of Honolulu,48-03,U.S. Senator,,D,"SCHATZ, Brian",631,78,815,1524
City & County of Honolulu,48-03,U.S. Senator,,L,"KOKOSKI, Michael A.",13,1,16,30
City & County of Honolulu,48-03,U.S. Senator,,R,"CARROLL, John",198,27,309,534
City & County of Honolulu,48-03,U.S. Representative,2,D,"GABBARD, Tulsi",696,83,942,1721
City & County of Honolulu,48-03,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",130,21,216,367
City & County of Honolulu,48-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",6,0,13,19
City & County of Honolulu,48-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",14,3,17,34
City & County of Honolulu,48-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",93,11,130,234
City & County of Honolulu,48-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",202,33,198,433
City & County of Honolulu,48-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",5,1,5,11
City & County of Honolulu,48-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,0,0,1
City & County of Honolulu,48-04,U.S. Senator,,C,"ALLISON, Joy J.",1,0,9,10
City & County of Honolulu,48-04,U.S. Senator,,D,"SCHATZ, Brian",222,29,250,501
City & County of Honolulu,48-04,U.S. Senator,,L,"KOKOSKI, Michael A.",7,1,4,12
City & County of Honolulu,48-04,U.S. Senator,,R,"CARROLL, John",79,15,94,188
City & County of Honolulu,48-04,U.S. Representative,2,D,"GABBARD, Tulsi",247,38,277,562
City & County of Honolulu,48-04,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",56,6,75,137
City & County of Honolulu,48-05,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",23,3,31,57
City & County of Honolulu,48-05,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",48,4,58,110
City & County of Honolulu,48-05,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",355,53,531,939
City & County of Honolulu,48-05,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",767,95,796,1658
City & County of Honolulu,48-05,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",16,0,13,29
City & County of Honolulu,48-05,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,0,5,7
City & County of Honolulu,48-05,U.S. Senator,,C,"ALLISON, Joy J.",7,3,29,39
City & County of Honolulu,48-05,U.S. Senator,,D,"SCHATZ, Brian",917,114,952,1983
City & County of Honolulu,48-05,U.S. Senator,,L,"KOKOSKI, Michael A.",20,0,27,47
City & County of Honolulu,48-05,U.S. Senator,,R,"CARROLL, John",249,35,372,656
City & County of Honolulu,48-05,U.S. Representative,2,D,"GABBARD, Tulsi",953,118,1059,2130
City & County of Honolulu,48-05,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",192,31,300,523
